ticker,name,signal_date,price,signal,confidence,reasons,return_5d,return_20d
5930,삼성전자,2024-10-02,60600,Buy,75,"[""최근 1개월 수익률이 -19.76%로 부진했으나, 애널리스트 리포트에서 목표주가 하향 조정 없이 긍정적인 전망을 제시하고 있습니다."", ""52주 최저가에 근접한 현재가 수준에서 기술적 반등 가능성이 있으며, 거래량 변화율이 45.60%로 증가한 점은 매수세 유입을 시사합니다."", ""매출 및 영업이익 감소에도 불구하고 높은 영업현금흐름과 낮은 부채비율은 재무 안정성을 보여주며, 이는 향후 실적 개선에 대한 기대감을 높입니다.""]",0.33003300330033,-3.1353135313531357
5930,삼성전자,2024-11-01,58700,Neutral,60,"[""최근 1개월 수익률이 마이너스(-)를 기록하며 단기적인 하락세를 보이고 있습니다."", ""애널리스트 리포트에서 HBM3E 8단 인증 성공 여부와 파운드리 적자 확대 등 불확실한 요인이 언급되고 있습니다."", ""PER이 27.4로 다소 높은 편이지만, PBR이 0.95로 낮아 저평가 가능성도 존재하여 방향성 판단이 어렵습니다.""]",-6.303236797274275,-8.68824531516184
5930,삼성전자,2024-12-02,53600,Neutral,60,"[""최근 1개월 수익률이 마이너스(-)를 기록하며 하락세를 보이고 있으나, 52주 최저가 대비 현재 위치가 9.8%로 상대적으로 낮은 수준에 있어 추가 하락보다는 반등 가능성도 존재합니다."", ""애널리스트 리포트에서 목표주가 제시 범위가 넓고, '아직 본격 매수 시기는 아닌 듯'이라는 의견이 있어 단기적인 상승 모멘텀이 강하지 않음을 시사합니다."", ""연간 실적에서 매출과 영업이익이 전년 대비 큰 폭으로 감소한 점은 부정적인 요인이지만, 부채비율이 낮고 영업현금흐름이 양호하여 재무 안정성은 유지되고 있습니다.""]",0.7462686567164178,1.4925373134328357
5930,삼성전자,2025-01-02,54400,Sell,65,"[""최근 애널리스트 리포트에서 목표주가가 하향 조정되고 있으며, 4분기 실적에 대한 기대 이하 전망이 나오고 있습니다."", ""연간 실적이 매출과 영업이익 모두 전년 대비 큰 폭으로 감소했으며, 영업이익률 또한 낮은 수준입니다."", ""최근 1개월 수익률이 마이너스를 기록하고 거래량 변화율이 감소하는 등 기술적으로도 약세 흐름을 보이고 있습니다.""]",1.6544117647058825,-0.7352941176470588
5930,삼성전자,2025-02-03,52700,Neutral,60,"[""최근 4분기 실적이 예상치를 하회하며 단기적인 하방 압력이 존재합니다."", ""하지만 애널리스트 리포트에서 바닥론이 제기되고 있으며, 장기적인 성장 동력(HBM, 2nm)에 대한 기대감도 존재합니다."", ""현재 주가는 52주 최저가에 근접해 있어 추가적인 큰 하락보다는 관망세가 짙어질 가능성이 있습니다.""]",5.692599620493358,2.4667931688804554
5930,삼성전자,2025-03-04,54000,Neutral,60,"[""최근 애널리스트 리포트들은 HBM 성장에 대한 긍정적인 전망과 함께 분기 실적 저점 통과 가능성을 언급하고 있으나, 전반적인 사업 부진 및 목표주가 하향 조정 가능성도 존재하여 단기적인 방향성 판단이 어렵습니다."", ""현재가는 52주 최저가 대비 소폭 상승했으나 최고가 대비로는 여전히 낮은 수준에 머물러 있어, 추가 상승 여력과 하락 위험이 공존하는 상황입니다."", ""PER, PBR 등 재무지표는 시장 평균 대비 낮은 수준으로 저평가 매력이 있을 수 있으나, 최근 연간 실적 감소폭이 크고 영업이익률이 낮은 점은 부담 요인으로 작용할 수 있습니다.""]",1.6666666666666667,8.88888888888889
5930,삼성전자,2025-04-01,58800,Buy,75,"[""최근 1개월 수익률이 7.89%로 긍정적인 흐름을 보이고 있으며, 52주 최고가 대비 현재 위치가 23.5%로 상승 여력이 남아있습니다."", ""애널리스트 리포트에서 메모리 시장 회복 및 목표주가 상향 조정 의견이 제시되어 긍정적인 전망을 뒷받침합니다."", ""전년 대비 매출 및 영업이익이 크게 증가했으며, 영업이익률 개선과 높은 영업현금흐름은 재무 건전성을 보여줍니다.""]",-9.863945578231291,-5.612244897959184
5930,삼성전자,2025-05-02,54600,Neutral,55,"[""최근 1개월 수익률이 -7.65%로 하락세를 보이고 있으며, 거래량 변화율도 -28.84%로 감소하여 단기적인 투자 심리가 위축된 것으로 판단됩니다."", ""애널리스트 리포트 상 목표주가가 70,000원에서 84,000원 사이로 제시되어 현재가(54,600원) 대비 상승 여력은 존재하나, 리포트 간 편차가 크고 최근 1개월 하락세를 상쇄할 만큼 강력한 상승 모멘텀은 아직 확인되지 않았습니다."", ""연간 실적은 매출 및 영업이익이 큰 폭으로 증가하며 매우 긍정적인 모습을 보였으나, 현재 주가는 52주 최고가 대비 상당 부분 하락한 상태이며, 단기적인 시장 상황 및 투자 심리 변화에 따라 방향성이 결정될 것으로 예상됩니다.""]",5.128205128205128,8.241758241758241
5930,삼성전자,2025-06-02,57800,Buy,75,"[""최근 애널리스트 리포트에서 긍정적인 목표주가 상향 조정이 있었습니다."", ""연간 실적에서 매출 및 영업이익이 큰 폭으로 증가하며 펀더멘털 개선을 보여주고 있습니다."", ""낮은 부채비율과 양호한 영업현금흐름은 재무 안정성을 뒷받침합니다.""]",2.941176470588235,10.38062283737024
5930,삼성전자,2025-07-01,60800,Buy,75,"[""최근 애널리스트 리포트에서 목표주가가 현재가 대비 높게 제시되고 있으며, 하반기 실적 개선에 대한 긍정적인 전망이 나오고 있습니다."", ""최근 1개월 수익률이 7.31%로 양호한 흐름을 보이고 있으며, 거래량 변화율도 35.36%로 증가하여 투자 심리가 개선되고 있음을 시사합니다."", ""연간 실적에서 매출과 영업이익이 큰 폭으로 증가했으며, 영업이익률 및 순이익도 개선된 모습을 보여 기업 펀더멘탈이 견조합니다.""]",-0.6578947368421052,19.407894736842103
5930,삼성전자,2025-08-01,69700,Buy,75,"[""최근 애널리스트 리포트에서 긍정적인 목표주가 제시 및 Top Pick 의견이 다수 확인되었습니다."", ""최근 1개월 수익률이 7.99%로 양호하며, 거래량 변화율도 9.72%로 긍정적인 수급 신호를 보이고 있습니다."", ""연간 실적에서 매출 및 영업이익이 큰 폭으로 증가했으며, 영업이익률 개선과 높은 영업현금흐름은 재무 건전성을 뒷받침합니다.""]",1.865136298421808,-0.860832137733142
5930,삼성전자,2025-09-01,69100,Buy,75,"[""최근 애널리스트 리포트에서 HBM 출하량 급증과 실적 서프라이즈를 예상하며 목표주가를 상향 조정했습니다."", ""연간 실적에서 매출과 영업이익이 큰 폭으로 증가했으며, 영업이익률도 개선되는 등 견조한 재무 성과를 보여주고 있습니다."", ""부채비율이 낮고 영업현금흐름이 양호하여 재무 안정성이 뛰어나며, 배당수익률 또한 매력적인 수준입니다.""]",3.4732272069464547,21.41823444283647
5930,삼성전자,2025-10-01,89000,Buy,85,"[""최근 1개월 수익률이 24.46%로 매우 높으며, 52주 최고가에 근접한 99.7% 위치에 있어 상승 모멘텀이 강하게 유지되고 있습니다."", ""애널리스트 리포트에서 제시된 목표주가들이 현재가(89,000원) 대비 상당한 상승 여력을 시사하며, 특히 메모리 빅사이클과 파운드리 회복에 대한 긍정적인 전망이 지배적입니다."", ""연간 실적에서 매출과 영업이익이 전년 대비 큰 폭으로 증가했으며, 영업이익률 개선과 견조한 영업현금흐름은 기업의 펀더멘털이 매우 우수함을 보여줍니다.""]",9.775280898876405,11.46067415730337
5930,삼성전자,2025-11-03,104900,Buy,85,"[""최근 1개월 수익률이 33.37%로 강한 상승세를 보이고 있으며, 거래량 변화율도 39.20%로 증가하여 투자 심리가 긍정적입니다."", ""애널리스트 리포트에서 일관되게 긍정적인 전망과 함께 목표주가를 상향 제시하고 있으며, 특히 반도체 부문의 폭발적인 이익 증가와 AI 관련 수혜가 기대됩니다."", ""연간 실적에서 매출과 영업이익이 큰 폭으로 증가했으며, 영업이익률 개선과 견조한 영업현금흐름은 기업의 펀더멘털이 매우 우수함을 시사합니다.""]",-1.334604385128694,-1.4299332697807436
5930,삼성전자,2025-12-01,103400,Buy,75,"[""최근 1개월 수익률 하락에도 불구하고, 애널리스트들의 긍정적인 목표주가 상향 리포트가 다수 존재하며, 이는 향후 주가 상승에 대한 기대감을 높입니다."", ""연간 실적에서 매출과 영업이익이 큰 폭으로 증가했으며, 영업이익률 또한 개선된 점은 기업의 체질 개선과 성장성을 시사합니다."", ""부채비율이 낮고 영업현금흐름이 양호하여 재무 안정성이 뛰어나며, 배당수익률 또한 투자 매력을 더합니다.""]",4.835589941972921,24.274661508704064
5930,삼성전자,2026-03-03,172200,Buy,85,"[""최근 1개월 수익률이 22.32%로 강한 상승세를 보이고 있으며, 52주 최고가 대비 현재 위치가 86.1%로 상승 여력이 남아있습니다."", ""애널리스트 리포트에서 긍정적인 목표주가 제시와 함께 재평가 필요, 국민 1등 주식 등의 호평이 이어지고 있습니다."", ""연간 실적에서 매출 및 영업이익이 큰 폭으로 증가했으며, 영업이익률 개선과 함께 영업현금흐름이 양호하여 재무 안정성이 높습니다.""]",10.336817653890824,10.104529616724738
660,SK하이닉스,2023-01-02,75600,Neutral,60,"[""SK하이닉스는 현재 52주 최저가에 근접한 가격에 거래되고 있으며, 이는 단기적인 반등 가능성을 시사합니다."", ""최근 1개월 수익률이 마이너스를 기록하고 거래량 변화율도 하락세를 보이고 있어 투자 심리가 위축된 상태입니다."", ""연간 실적은 매우 긍정적이지만, 현재 시장 상황과 기술적 지표들이 명확한 방향성을 제시하지 못하고 있어 보수적인 접근이 필요합니다.""]",14.417989417989418,23.544973544973544
660,SK하이닉스,2023-02-01,93400,Buy,75,"[""최근 1개월 수익률이 21.87%로 강한 상승세를 보이고 있으며, 거래량 변화율도 31.44%로 긍정적인 흐름을 나타내고 있습니다."", ""PER 6.5, PBR 1.05 등 현재 주가는 과거 실적 대비 저평가된 구간으로 판단되며, ROE 16.1%는 양호한 수익성을 보여줍니다."", ""애널리스트 리포트에서 제시된 목표주가들이 현재가 대비 상승 여력을 시사하고 있으며, 비관적인 전망 속에서도 부담되지 않는다는 의견이 있습니다.""]",1.070663811563169,-6.531049250535332
660,SK하이닉스,2023-03-02,87300,Neutral,60,"[""최근 애널리스트 리포트에서 목표주가가 현재가 대비 상승 여력을 제시하고 있으나, 가장 최근 리포트에서는 DRAM 수요 및 가격 하락을 예상하며 부정적인 전망을 내놓고 있습니다."", ""최근 1개월 수익률이 소폭 하락했으며 거래량 변화율도 감소하여 단기적인 투자 심리가 위축된 것으로 보입니다."", ""기술적으로 52주 최저가 대비 높은 수준에 위치해 있으나, 52주 최고가 대비로는 상당한 하락폭을 기록하고 있어 방향성 판단이 어렵습니다.""]",-4.581901489117984,1.4891179839633446
660,SK하이닉스,2023-04-03,84500,Buy,75,"[""최근 애널리스트 리포트들이 일제히 목표주가를 상향하며 바닥 통과 및 상승 전환을 예상하고 있습니다."", ""현재 주가가 52주 최저가 대비 약 14% 상승한 수준으로, 기술적으로도 반등 가능성이 있습니다."", ""거래량 변화율이 42.23%로 높게 나타나고 있어 투자자들의 관심이 증가하고 있음을 시사합니다.""]",8.63905325443787,6.272189349112427
660,SK하이닉스,2023-05-02,89800,Buy,75,"[""최근 애널리스트 리포트들이 일제히 실적 하향 조정 종료 및 1분기 실적 호조를 언급하며 목표주가를 상향 조정하고 있어 긍정적인 전망을 제시하고 있습니다."", ""현재 주가는 52주 최고가 대비 약 20.7% 하락한 수준으로, 기술적으로는 반등 가능성이 있는 구간에 위치하고 있습니다."", ""최근 1개월 수익률이 소폭 상승했으며, 거래량 변화율이 31.25%로 증가한 점은 투자 심리 개선의 신호일 수 있습니다.""]",-3.897550111358575,22.828507795100226
660,SK하이닉스,2023-06-01,110300,Buy,75,"[""최근 1개월간 23.24%의 높은 수익률과 52주 최고가에 도달한 강한 상승 모멘텀을 보이고 있습니다."", ""HBM3에 대한 높은 경쟁력을 언급하며 목표주가를 상향 조정한 애널리스트 리포트가 긍정적인 영향을 미칠 것으로 예상됩니다."", ""반도체 업황 회복에 대한 기대감과 SK하이닉스의 기술력이 향후 주가 상승을 견인할 가능성이 높습니다.""]",4.0797824116047146,6.618313689936536
660,SK하이닉스,2023-07-03,117900,Buy,75,"[""최근 애널리스트 리포트에서 일관되게 긍정적인 전망과 목표주가 상향이 나타나고 있습니다."", ""현재 주가가 52주 최고가에 근접해 있지만, 여전히 상승 여력이 있다는 분석이 지배적입니다."", ""최근 1개월 수익률이 긍정적인 흐름을 보이고 있으며, 이는 투자 심리 개선에 기여할 수 있습니다.""]",-3.816793893129771,6.106870229007633
660,SK하이닉스,2023-08-01,119500,Buy,75,"[""최근 애널리스트 리포트에서 제시된 목표주가들이 현재가 대비 상당한 상승 여력을 시사하고 있습니다."", ""52주 최고가 대비 현재 위치가 높지만, 최근 1개월 수익률이 긍정적인 흐름을 보여주고 있습니다."", ""부채비율이 64.1%로 재무 안정성이 양호한 편이며, 배당수익률도 1.5%로 투자 매력을 더합니다.""]",-0.8368200836820083,1.9246861924686192
660,SK하이닉스,2023-09-01,119200,Neutral,55,"[""SK하이닉스의 최근 1개월 수익률이 0.42%로 소폭 상승했으나, 거래량 변화율이 -20.07%로 감소한 점은 투자 심리 위축을 시사합니다."", ""연간 실적에서 매출은 소폭 증가했으나 영업이익이 큰 폭으로 감소한 점은 수익성 악화에 대한 우려를 남깁니다."", ""현재 주가가 52주 최고가 대비 약 15% 하락한 수준이지만, 52주 최저가 대비로는 높은 위치에 있어 추가 상승 여력과 하락 위험이 공존합니다.""]",-2.7684563758389262,1.006711409395973
660,SK하이닉스,2023-10-04,120200,Buy,70,"[""최근 애널리스트 리포트에서 긍정적인 전망과 함께 목표주가가 현재가 대비 높게 제시되고 있습니다."", ""메모리 반도체 고정가격 상승 전환 가능성이 언급되며 실적 개선에 대한 기대감이 존재합니다."", ""52주 최고가 대비 현재 위치가 76.2%로, 상승 여력이 남아있다고 판단됩니다.""]",3.743760399334443,4.658901830282862
660,SK하이닉스,2023-11-01,125300,Buy,70,"[""최근 애널리스트 리포트에서 긍정적인 전망과 함께 목표주가가 현재가 대비 상승 여력을 시사하고 있습니다."", ""HBM 시장 성장 잠재력에 대한 긍정적인 분석이 SK하이닉스의 미래 성장 동력으로 작용할 것으로 예상됩니다."", ""최근 1개월 수익률이 4.61%로 양호한 흐름을 보이고 있으며, 거래량 변화율도 높아 투자자들의 관심이 증가하고 있음을 나타냅니다.""]",2.154828411811652,6.863527533918595
660,SK하이닉스,2023-12-01,131100,Neutral,60,"[""현재가 52주 최고가에 근접하여 단기 상승 여력이 제한적일 수 있다는 분석이 있습니다."", ""최근 1개월 수익률은 긍정적이나, 거래량 변화율이 감소하여 투자 심리가 위축될 가능성도 있습니다."", ""애널리스트 리포트 내 목표주가 편차가 크고, 일부 리포트에서는 단기 상승 가능성이 낮다고 언급하고 있습니다.""]",-1.6781083142639208,4.0427154843630815
660,SK하이닉스,2024-01-02,136800,Buy,75,"[""최근 1개월 수익률이 9.20%로 양호하며, 52주 최고가에 근접한 강한 상승세를 보이고 있습니다."", ""최근 애널리스트 리포트들이 긍정적인 전망과 함께 목표주가를 상향 조정하고 있어 추가 상승 여력이 기대됩니다."", ""메모리 시장의 회복 기대감과 SK하이닉스의 시장 지배력을 고려할 때 단기적인 상승 추세가 이어질 가능성이 높습니다.""]",-2.4122807017543857,-1.5350877192982455
660,SK하이닉스,2024-02-01,134900,Buy,75,"[""다수의 애널리스트 리포트에서 긍정적인 목표주가를 제시하며 향후 상승 가능성을 시사하고 있습니다."", ""52주 최고가 대비 현재 위치가 높아 추가 상승 여력이 제한적일 수 있으나, 최근 1개월 수익률 하락은 단기적 조정으로 해석될 수 있습니다."", ""메모리 반도체 시장의 회복 기대감과 SK하이닉스의 기술 경쟁력은 장기적인 관점에서 긍정적인 요인으로 작용할 수 있습니다.""]",11.193476649369902,20.75611564121572
660,SK하이닉스,2024-03-04,165800,Buy,75,"[""SK하이닉스는 최근 1개월간 21.62%의 높은 수익률을 기록하며 강한 상승세를 보이고 있으며, 52주 최고가에 근접한 100.0% 위치에 있어 추가 상승 여력이 기대됩니다."", ""최근 애널리스트 리포트에서 엔비디아 효과를 반영한 긍정적인 전망과 함께 목표주가 180,000원을 제시하며 시장의 기대감을 높이고 있습니다."", ""거래량 변화율이 46.11%로 높게 나타나고 있어 투자자들의 관심이 집중되고 있으며, 이는 향후 주가 상승의 동력이 될 수 있습니다.""]",-0.060313630880579,12.364294330518698
660,SK하이닉스,2024-04-01,186300,Buy,75,"[""최근 3건의 애널리스트 리포트 모두 목표주가를 현재가 대비 상향 조정하며 긍정적인 전망을 제시하고 있습니다."", ""최근 1개월 수익률이 18.76%로 강한 상승세를 보이고 있으며, 52주 최고가에 근접한 100% 위치에 있어 추가 상승 여력이 기대됩니다."", ""영업이익은 적자 상태이나, 매출은 전년 대비 감소했음에도 불구하고 영업 현금 흐름이 긍정적인 점은 재무적 안정성을 일부 보여줍니다.""]",-1.8250134192163177,-6.816961889425658
